Huvudområde;Område;Delområde;Underkonto;År;Region;Värde
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2011;Örebro;6116,240251
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2011;Östergötland;7087,755031
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2011;Riket exkl gotland;6576,286448
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2011;Gotland;7922,105116
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2011;Riket;6584,419671
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Blekinge;6497,817024
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Dalarna;7539,187503
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Gävleborg;8031,10213
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Halland;7326,779913
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Jämtland Härjedalen;6063,081909
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Jönköping;7257,147997
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Kalmar;6709,541508
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Kronoberg;7402,346587
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Norrbotten;7034,351283
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Skåne;6370,869709
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Stockholm;6347,670387
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Sörmland;7384,805786
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Uppsala;6047,190308
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Värmland;6360,7734
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Västerbotten;6867,345331
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Västernorrland;7579,107451
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Västmanland;6646,528038
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Västra Götaland;6750,003593
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Örebro;6106,420405
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Östergötland;6768,638308
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Riket exkl gotland;6697,479082
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Gotland;8071,137821
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2012;Riket;6705,707471
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Blekinge;7017,681677
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Dalarna;7630,458376
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Gävleborg;7430,298234
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Halland;7821,014209
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Jämtland Härjedalen;6989,36431
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Jönköping;7589,350448
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Kalmar;7106,390621
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Kronoberg;7223,920152
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Norrbotten;7440,786414
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Skåne;6336,137211
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Stockholm;6839,540333
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Sörmland;7227,031837
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Uppsala;6168,211855
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Värmland;6486,131147
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Västerbotten;7119,933209
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Västernorrland;7239,056641
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Västmanland;7002,401044
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Västra Götaland;6357,865597
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Örebro;6346,705443
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Östergötland;7159,43204
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Riket exkl gotland;6823,078687
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Gotland;6997,778205
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2013;Riket;6824,114057
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Blekinge;7386,547481
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Dalarna;7816,696127
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Gävleborg;7996,685608
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Halland;7855,84472
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Jämtland Härjedalen;7547,998284
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Jönköping;7888,654571
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Kalmar;7122,301548
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Kronoberg;7370,881096
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Norrbotten;7636,397093
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Skåne;7014,603835
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Stockholm;7174,349103
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Sörmland;7425,195784
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Uppsala;6382,149469
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Värmland;6662,031155
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Västerbotten;7175,894375
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Västernorrland;7870,489301
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Västmanland;7516,153808
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Västra Götaland;6877,632027
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Örebro;6303,963214
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Östergötland;7387,371778
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Riket exkl gotland;7190,143962
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Gotland;8418,478735
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2014;Riket;7197,359079
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Blekinge;8185,442839
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Dalarna;8081,045305
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Gävleborg;9225,910615
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Halland;7722,755922
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Jämtland Härjedalen;7952,832559
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Jönköping;7848,503753
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Kalmar;7022,075993
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Kronoberg;7765,103021
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Norrbotten;7756,283711
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Skåne;8004,59027
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Stockholm;7165,779571
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Sörmland;7768,441236
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Uppsala;6672,050237
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Värmland;7143,789144
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Västerbotten;7707,553402
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Västernorrland;8130,48131
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Västmanland;7450,544128
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Västra Götaland;6175,235734
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Örebro;6783,225434
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Östergötland;7698,676797
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Riket exkl gotland;7346,308711
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Gotland;9670,505828
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2015;Riket;7359,849242
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Blekinge;7434,381173
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Dalarna;8108,079612
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Gävleborg;6985,586079
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Halland;7832,474331
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Jämtland Härjedalen;8307,881218
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Jönköping;7940,80542
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Kalmar;7560,843744
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Kronoberg;7922,806585
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Norrbotten;8261,164545
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Skåne;7663,648066
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Stockholm;7776,788626
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Sörmland;7424,582693
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Uppsala;7632,003498
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Värmland;7059,649022
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Västerbotten;8063,757847
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Västernorrland;8714,348541
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Västmanland;7450,612602
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Västra Götaland;6324,983565
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Örebro;6777,626712
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Östergötland;7942,845136
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Riket exkl gotland;7487,458678
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Gotland;9637,432547
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2016;Riket;7499,935219
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Blekinge;8165,852006
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Dalarna;8188,632432
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Gävleborg;7635,56542
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Halland;7762,530593
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Jämtland Härjedalen;8177,913872
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Jönköping;7764,93335
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Kalmar;7411,635241
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Kronoberg;8343,501132
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Norrbotten;8169,681052
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Skåne;8009,964072
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Stockholm;7778,980765
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Sörmland;7439,392327
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Uppsala;7794,650528
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Värmland;7007,870927
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Västerbotten;8091,065875
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Västernorrland;9140,04563
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Västmanland;7934,48791
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Västra Götaland;6885,187931
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Örebro;6975,413757
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Östergötland;8019,345578
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Riket exkl gotland;7691,527585
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Gotland;9864,322894
Hälso- och sjukvård;Specialiserad somatisk vård;Somatisk sluten vård;Nettokostnad exkl läkemedel;2017;Riket;7704,107812
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Jönköping;2,98288421
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Kalmar;4,284545217
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Kronoberg;5,487751339
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Skåne;2,318719063
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Stockholm;0,521694811
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Sörmland;2,242789432
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Uppsala;2,717092314
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Värmland;3,657992347
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Västerbotten;5,818193102
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Västmanland;4,000416043
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Västra Götaland;2,855345831
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Östergötland;4,726244125
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Riket exkl gotland;1,988000356
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2008;Riket;1,975757516
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Gävleborg;0,724060531
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Jönköping;2,957945983
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Kalmar;4,280107345
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Kronoberg;7,097542067
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Skåne;1,880107949
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Sörmland;3,716739824
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Uppsala;3,012973865
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Värmland;3,659558584
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Västerbotten;4,641304516
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Västra Götaland;3,524146553
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Östergötland;3,500302033
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Riket exkl gotland;1,834933055
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2009;Riket;1,823692258
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Gävleborg;1,446612756
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Jämtland Härjedalen;0,442020349
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Jönköping;1,885022531
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Kalmar;4,281995067
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Skåne;2,364619501
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Stockholm;0,011195793
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Sörmland;3,693607842
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Uppsala;2,977236053
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Värmland;3,659451448
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Västerbotten;5,399443086
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Västra Götaland;2,591285056
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Örebro;1,427398922
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Östergötland;4,655038381
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Riket exkl gotland;1,704262344
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2010;Riket;1,693896387
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Gävleborg;0,724296527
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Jämtland Härjedalen;3,903435498
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Jönköping;2,071643346
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Kalmar;4,290188339
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Norrbotten;4,023416283
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Skåne;2,314569095
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Uppsala;2,953075628
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Värmland;4,821512378
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Västerbotten;4,621303439
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Västra Götaland;2,830371356
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Örebro;1,420595798
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Östergötland;3,880995186
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Riket exkl gotland;1,73814846
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2011;Riket;1,727644259
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Blekinge;2,626136625
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Gävleborg;0,722969089
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Jämtland Härjedalen;3,359719812
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Jönköping;2,948843464
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Kalmar;4,281775053
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Norrbotten;4,021927549
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Skåne;2,414716948
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Stockholm;0,008932744
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Uppsala;5,848346526
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Värmland;3,66193057
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Västerbotten;4,611535757
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Örebro;1,766079269
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Östergötland;3,76454641
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Riket exkl gotland;1,413463721
Hälso- och sjukvård;Tandvård;Allmäntandvård;därav läkemedelskostnader på rekvisition;2012;Riket;1,404996896
