Huvud_ID;Område ;Indikatornamn;Landsting och regioner;landstingskod;Mätperiod;Värde;Täljare;Nämnare;Konfidensintervall låg gräns;Konfidensintervall hög gräns;Avvikelse riket procent ;Avvikelse riket procent ;;Måttenhet ;Önskad riktning värde ;Målnivå/er SoS/Kval reg;Källa;Kommentar 
;Sammanhållet vårdsystem – god och nära vård;Utskrivningsklara patienter på sjukhus;Västmanland;19;2017;129,1;;;;;-32,84;-32,8;;Antal vårddygn på sjukhus för utskrivningsklara patienter per tusen invånare.;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Utskrivningsklara patienter på sjukhus;Dalarna;20;2017;98,0;;;;;-49,01;-49,0;;Antal vårddygn på sjukhus för utskrivningsklara patienter per tusen invånare.;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Utskrivningsklara patienter på sjukhus;Gävleborg;21;2017;156,4;;;;;-18,64;-18,6;;Antal vårddygn på sjukhus för utskrivningsklara patienter per tusen invånare.;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Utskrivningsklara patienter på sjukhus;Västernorrland;22;2017;96,7;;;;;-49,69;-49,7;;Antal vårddygn på sjukhus för utskrivningsklara patienter per tusen invånare.;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Utskrivningsklara patienter på sjukhus;Jämtland Härjedalen;23;2017;193,4;;;;;0,62;0,6;;Antal vårddygn på sjukhus för utskrivningsklara patienter per tusen invånare.;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Utskrivningsklara patienter på sjukhus;Västerbotten;24;2017;227,9;;;;;18,55;18,6;;Antal vårddygn på sjukhus för utskrivningsklara patienter per tusen invånare.;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Utskrivningsklara patienter på sjukhus;Norrbotten;25;2017;311,3;;;;;61,92;61,9;;Antal vårddygn på sjukhus för utskrivningsklara patienter per tusen invånare.;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Utskrivningsklara patienter på sjukhus;Riket;46;2017;192,3;;;;;0,00;0,0;;Antal vårddygn på sjukhus för utskrivningsklara patienter per tusen invånare.;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Stockholms län;01;2017;6711,0;;;;;20,94;20,9;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Uppsala län;03;2017;6083,0;;;;;9,62;9,6;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Sörmland;04;2017;6230,0;;;;;12,27;12,3;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Östergötland;05;2017;5728,0;;;;;3,23;3,2;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Jönköpings län;06;2017;7200,0;;;;;29,75;29,8;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Kronoberg;07;2017;;;;;;;;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;Uppgift saknas 
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Kalmar län;08;2017;7302,0;;;;;31,59;31,6;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Gotland;09;2017;7896,0;;;;;42,30;42,3;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Blekinge;10;2017;6614,0;;;;;19,19;19,2;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Skåne;12;2017;7063,0;;;;;27,28;27,3;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Halland;13;2017;7426,0;;;;;33,83;33,8;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Västra Götaland;14;2017;;;;;;;;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;Uppgift saknas 
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Värmland;17;2017;7520,0;;;;;35,52;35,5;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Örebro län;18;2017;6198,0;;;;;11,70;11,7;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Västmanland;19;2017;7091,0;;;;;27,79;27,8;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Dalarna;20;2017;7617,0;;;;;37,27;37,3;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Gävleborg;21;2017;6522,0;;;;;17,53;17,5;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Västernorrland;22;2017;7251,0;;;;;30,67;30,7;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Jämtland Härjedalen;23;2017;5405,0;;;;;-2,60;-2,6;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Västerbotten;24;2017;6743,0;;;;;21,52;21,5;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Norrbotten;25;2017;6796,0;;;;;22,47;22,5;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Vårdtillfällen med undvikbar slutenvård i urval av diagnoser - 65 år och äldre;Riket;46;2017;5549,0;;;;;0,00;0,0;;Antal vårdtillfällen per 100 000 inv;Lågt;;Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Stockholms län;01;2016;66;;;;;-4,35;-4,3;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Uppsala län;03;2016;;;;;;-100,00;;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);Uppgift saknas 
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Sörmland;04;2016;66;;254;;;-4,35;-4,3;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Östergötland;05;2016;66;;459;;;-4,35;-4,3;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Jönköpings län;06;2016;64;;330;;;-7,25;-7,2;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Kronoberg;07;2016;69;;214;;;0,00;0,0;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Kalmar län;08;2016;70;;231;;;1,45;1,4;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Gotland;09;2016;87;;63;;;26,09;26,1;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Blekinge;10;2016;76;;214;;;10,14;10,1;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Skåne;12;2016;73;;1 355;;;5,80;5,8;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Halland;13;2016;72;;344;;;4,35;4,3;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Västra Götaland;14;2016;73;;1 724;;;5,80;5,8;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Värmland;17;2016;60;;339;;;-13,04;-13,0;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Örebro län;18;2016;66;;400;;;-4,35;-4,3;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Västmanland;19;2016;71;;320;;;2,90;2,9;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Dalarna;20;2016;66;;537;;;-4,35;-4,3;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Gävleborg;21;2016;66;;370;;;-4,35;-4,3;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Västernorrland;22;2016;;;;;;;;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);Uppgift saknas 
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Jämtland Härjedalen;23;2016;;;;;;;;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);Uppgift saknas 
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Västerbotten;24;2016;73;;168;;;5,80;5,8;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Norrbotten;25;2016;;;;;;;;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);Uppgift saknas 
;Sammanhållet vårdsystem – god och nära vård;Åter till eget boende efter höftfraktur;Riket;46;2016;69;;8 356;;;0,00;0,0;;Andel (%);Högt;;Nationellt kvalitetsregister för höftfrakturpatienter och deras behandling (RIKSHÖFT);
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Stockholms län;01;2016;8,4;1 325;15 792;8,0;8,8;9,10;9,1;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Uppsala län;03;2016;6,3;167;2 672;5,3;7,2;-18,73;-18,7;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Sörmland;04;2016;5,1;150;2 928;4,3;5,9;-33,38;-33,4;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Östergötland;05;2016;6,9;287;4 172;6,1;7,6;-10,55;-10,5;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Jönköpings län;06;2016;7,1;226;3 174;6,2;8,0;-7,41;-7,4;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Kronoberg;07;2016;9,1;159;1 738;7,8;10,5;18,96;19,0;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Kalmar län;08;2016;9,2;248;2 692;8,1;10,3;19,79;19,8;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Gotland;09;2016;9,9;63;634;7,6;12,3;29,21;29,2;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Blekinge;10;2016;5,4;95;1 747;4,4;6,5;-29,29;-29,3;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Skåne;12;2016;6,3;723;11 517;5,8;6,7;-18,37;-18,4;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Halland;13;2016;9,8;282;2 877;8,7;10,9;27,46;27,5;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Västra Götaland;14;2016;8,4;1 227;14 647;7,9;8,8;8,93;8,9;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Värmland;17;2016;7,7;244;3 159;6,8;8,7;0,44;0,4;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Örebro län;18;2016;6,9;204;2 938;6,0;7,9;-9,71;-9,7;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Västmanland;19;2016;9,1;241;2 642;8,0;10,2;18,62;18,6;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Dalarna;20;2016;7,2;223;3 089;6,3;8,1;-6,13;-6,1;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Gävleborg;21;2016;8,1;249;3 079;7,1;9,1;5,16;5,2;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Västernorrland;22;2016;7,3;206;2 832;6,3;8,2;-5,41;-5,4;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Jämtland Härjedalen;23;2016;6,9;97;1 398;5,6;8,3;-9,78;-9,8;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Västerbotten;24;2016;6,4;164;2 575;5,4;7,3;-17,18;-17,2;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Norrbotten;25;2016;9,7;271;2 785;8,6;10,8;26,53;26,5;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Återkommande slutenvård i livets slutskede;Riket;46;2016;7,7;6 851;89 087;7,5;7,9;0,00;0,0;;Andel (%);Lågt;;Patientregistret och dödsorsaksregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Stockholms län;01;2017;3,6;;;;;-15,79;-15,8;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Uppsala län;03;2017;5,0;;;;;14,90;14,9;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Sörmland;04;2017;7,8;;;;;80,59;80,6;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Östergötland;05;2017;6,3;;;;;46,85;46,9;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Jönköpings län;06;2017;1,7;;;;;-59,40;-59,4;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Kronoberg;07;2017;4,1;;;;;-5,74;-5,7;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Kalmar län;08;2017;2,2;;;;;-48,13;-48,1;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Gotland;09;2017;2,1;;;;;-51,99;-52,0;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Blekinge;10;2017;3,5;;;;;-17,95;-18,0;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Skåne;12;2017;5,0;;;;;15,50;15,5;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Halland;13;2017;2,9;;;;;-32,90;-32,9;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Västra Götaland;14;2017;4,9;;;;;13,70;13,7;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Värmland;17;2017;1,9;;;;;-56,17;-56,2;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Örebro län;18;2017;4,2;;;;;-2,07;-2,1;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Västmanland;19;2017;4,5;;;;;4,99;5,0;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Dalarna;20;2017;1,8;;;;;-58,67;-58,7;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Gävleborg;21;2017;6,1;;;;;40,77;40,8;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Västernorrland;22;2017;6,9;;;;;59,42;59,4;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Jämtland Härjedalen;23;2017;3,8;;;;;-11,06;-11,1;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Västerbotten;24;2017;4,3;;;;;-0,66;-0,7;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Norrbotten;25;2017;5,5;;;;;27,22;27,2;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Överbeläggningar i somatisk slutenvård;Riket;46;2017;4,3;;;;;0,00;0,0;;Antal överbeläggningar per hundra disponibla vårdplatser.;Lågt;;Patientsäkerhet, Sveriges Kommuner och Landsting;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Stockholms län;01;2016;75,8;598 549;789 199;;;4,49;4,5;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Uppsala län;03;2016;68,9;64 927;94 276;;;-5,12;-5,1;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Sörmland;04;2016;72,5;70 616;97 391;;;-0,11;-0,1;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Östergötland;05;2016;70,9;90 022;126 925;;;-2,29;-2,3;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Jönköpings län;06;2016;72,2;77 855;107 897;;;-0,59;-0,6;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Kronoberg;07;2016;64,4;27 992;43 458;;;-11,26;-11,3;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Kalmar län;08;2016;72,8;64 455;88 586;;;0,24;0,2;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Gotland;09;2016;68,1;12 201;17 913;;;-6,16;-6,2;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Blekinge;10;2016;74,0;38 890;52 520;;;2,01;2,0;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Skåne;12;2016;75,5;296 372;392 612;;;4,00;4,0;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Halland;13;2016;70,4;60 637;86 191;;;-3,08;-3,1;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Västra Götaland;14;2016;69,1;289 942;419 747;;;-4,84;-4,8;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Värmland;17;2016;73,5;60 293;81 999;;;1,30;1,3;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Örebro län;18;2016;75,4;66 402;88 020;;;3,93;3,9;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Västmanland;19;2016;70,7;51 214;72 391;;;-2,54;-2,5;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
;Sammanhållet vårdsystem – god och nära vård;Operationer i dagkirurgi;Dalarna;20;2016;68,7;52 379;76 273;;;-5,39;-5,4;;Andel (%);Ej angivet ;;Patientregistret, Socialstyrelsen;
