Innehållsförteckning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Värden;Egen/annan produktion;Område;Därav;varav;Läkare/ Övrigt;Prestationsgrupp;Prestation;År;Blekinge;Dalarna;Gotland;Gävleborg;Halland;Jämtland Härjedalen;Jönköping;Kalmar;Kronoberg;Norrbotten;Skåne;Stockholm;Sörmland;Uppsala;Värmland;Västerbotten;Västernorrland;Västmanland;Västra Götaland;Örebro;Östergötland;Riket
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;;;;22;;;;;1 679;;111;14 766;;;;;;;;;3;16 581
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;;;;26;;;;;1 709;;;17 751;;6 760;;;;;1 799;;;28 045
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2008;;;;;;;;;;;308;216;;;;;;;;;;524
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2009;;;;;;;;;;;418;137;;;;;;;;;;555
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2010;;;;;;;;;;;275;832;;;;;;;;;;1 107
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2011;;;;;;;;;;;250;1 442;;;;;;;;;;1 692
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2012;;;;;;;;;;;248;1 568;;;;;;;;;;1 816
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2013;;;;;;;;;;;234;621;;;;;;;;;;855
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2014;;;;;;;;;;;153;243;;;;;;;;;;396
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2015;;;;;;;;;;;118;9;;;;;;;;;;127
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2016;;;;;;;;;;;52;4;;;;;;;;;;56
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2017;;;;;;;;;;;88;30;;;;;;;;;;118
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;;;;;;;0;;;;;;;;;;0
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;;;;;;;;;2 120;2 240;6 005;31 081;;619;;;;;2 327;;31 145;75 537
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;;;;;;;;2 314;;5 589;27 791;;597;;;;;2 201;;14 145;52 637
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;;;;;;;;;2 053;2 249;5 347;30 532;;;;;;;2 099;;31 893;74 173
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;;;;;;;;;2 197;2 150;5 524;30 784;;;;;;;2 136;;15 264;58 055
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;;;;4 108;;;;;1 434;2 220;5 311;28 510;;644;1 186;;;;2 174;;2 946;48 533
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;;;;5 632;67;;;;;2 194;5 462;33 684;;497;;;;;587;;3 227;51 350
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;;;;5 809;;;;;;;5 131;30 625;;420;;;;;698;;3 036;45 719
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;;;;6 718;;;;;;;4 898;19 482;;409;539;;;;617;;2 662;35 325
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;;;;6 885;;;;;;2 225;4 659;19 090;;529;;;;;422;;2 286;36 096
;Besök per specialitet;Privat regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;;;;6 547;;;;;;1 967;4 102;12 038;;581;;;;;435;;1 701;27 371
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;;;;;;;10 763;;;;14 227;;;;;;;;;;;24 990
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;;;;;;11 379;;;;67 604;;;;;;;;;;;78 983
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;;;;;;;12 508;;;;44 035;;;;;;;6 851;;;;63 394
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;;;;;;;13 773;;;;38 016;;;;;;;;;;;51 789
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;;;;;;;13 787;;;;35 197;;;2 545;;;;;;;;51 529
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;;;;;;;14 361;;;;39 251;17 030;;2 469;;;;;;;;73 111
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;;;;;;;15 071;;;;43 325;12 496;;7 252;;;;;;;6 984;85 128
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;;;;;;;14 933;;;;41 323;12 792;;6 558;;;;;;;8 537;84 143
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;;;;;;;14 687;;;;42 205;13 513;;6 631;;;;;;;7 482;84 518
;Besök per specialitet;Privat regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;;;;;;;16 377;;;;40 989;13 528;;6 305;;;;;355;;;77 554
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;5;24;37;14;17;23;4;25;10;40;22;8;2;6;6;3;14;10;3;27;29;13
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;3;25;30;13;11;22;4;26;8;36;17;2;2;6;8;2;21;11;4;23;24;10
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;2;24;28;16;13;22;3;24;6;0;15;2;1;6;5;2;11;6;3;24;23;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;4;25;18;26;12;21;12;28;4;;17;2;1;5;4;2;10;5;3;21;23;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;3;25;29;26;11;21;2;27;4;;19;2;1;7;5;2;6;4;3;18;21;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;3;19;26;30;13;21;2;28;4;3;21;1;1;6;4;1;6;3;3;19;21;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;3;11;20;29;12;21;2;29;5;8;21;1;1;1;7;2;17;4;3;18;20;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;3;0;27;25;12;22;2;30;5;7;23;1;1;1;7;2;6;4;4;19;20;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;4;0;6;3;12;22;3;27;5;4;26;1;2;1;7;1;7;7;3;20;19;8
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;4;0;7;3;11;22;9;30;5;7;28;1;2;1;6;2;6;1;3;20;19;8
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;1 018;1 153;1 130;1 092;1 014;1 153;964;1 065;997;1 151;811;822;851;799;893;882;829;677;917;858;899;898
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;960;1 205;953;1 093;1 007;1 092;943;1 070;1 003;1 132;820;775;873;729;1 108;890;864;642;934;880;853;892
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;1 003;1 165;894;1 109;1 008;1 210;870;1 068;951;1 174;788;741;848;762;1 049;883;836;555;891;878;910;870
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;1 034;1 111;940;1 026;805;1 351;853;1 067;1 017;1 164;788;741;850;688;1 027;895;774;548;888;915;882;856
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;974;1 033;939;979;774;1 359;853;1 087;953;1 142;765;743;819;675;982;852;748;558;869;929;851;838
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;945;983;922;957;760;1 013;850;1 099;921;1 117;720;738;809;688;950;860;750;538;841;898;833;815
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;918;956;925;939;757;1 005;853;1 074;885;1 126;709;735;774;652;893;828;699;496;785;914;834;793
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;891;897;913;887;740;986;863;1 047;857;1 082;708;720;809;605;894;772;683;489;728;918;826;771
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;860;873;906;874;688;1 075;852;1 060;849;1 032;690;657;798;593;858;775;699;514;702;914;777;743
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;844;845;901;844;634;1 084;816;1 049;793;942;660;601;830;568;801;785;656;515;676;901;724;708
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;16;12;11;8;5;7;18;3;7;2;5;7;9;10;5;9;;4;5;10;6;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;27;11;9;7;4;7;16;3;7;2;6;6;8;9;5;9;0;5;6;11;3;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;23;9;10;6;5;6;16;6;7;;6;6;7;9;5;8;5;3;7;11;3;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;17;9;9;5;6;5;14;8;7;;6;6;7;9;5;9;6;3;7;10;3;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;15;10;10;7;6;4;10;7;7;;6;6;6;9;5;8;6;4;7;10;4;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;14;7;8;7;6;5;11;10;7;4;7;6;6;9;5;9;5;4;7;10;4;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;15;8;9;7;7;5;14;9;10;5;8;6;6;8;5;7;5;4;7;10;4;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;19;7;12;7;6;6;14;9;15;5;7;6;6;9;5;6;5;5;7;13;4;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;14;8;14;8;6;5;12;6;16;6;9;6;7;9;4;7;5;4;7;10;7;7
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;12;8;15;10;5;4;10;6;16;6;11;6;7;8;4;5;4;6;7;7;7;8
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;235;207;180;176;219;183;233;171;227;156;213;166;239;227;192;176;153;114;203;150;176;190
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;194;232;167;178;150;194;229;219;223;148;205;151;238;198;276;161;156;124;194;178;153;184
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;164;212;173;169;155;207;226;185;212;179;204;149;251;189;201;194;109;102;175;180;180;177
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;204;218;165;149;189;207;213;181;197;211;206;146;232;166;198;180;140;93;164;172;179;175
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;186;197;142;141;195;203;175;136;200;199;217;138;221;155;197;182;120;93;160;172;176;168
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;191;158;161;153;189;194;183;203;195;157;231;137;215;154;175;178;113;91;160;160;177;168
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;189;179;149;150;188;205;186;189;186;175;238;134;214;144;164;180;112;89;156;153;178;168
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;186;185;165;151;176;188;199;190;197;172;227;131;214;142;156;173;104;100;145;157;178;164
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;198;199;174;145;178;195;199;201;208;168;180;126;220;161;165;177;118;97;142;152;166;157
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;182;184;166;146;174;188;188;181;190;164;144;121;214;151;159;168;117;92;139;153;153;147
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;;;;0;0;0;;;;0;0;0;;;0;0;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;;1;;0;0;0;;;0;0;0;0;;;0;0;;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;;;;0;0;0;;;;;0;0;;;0;0;0;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;0;;;;0;0;;0;;;0;0;0;;0;0;0;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;0;;0;;0;0;;0;;;0;0;0;;0;0;0;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;0;0;;;;0;;;;0;0;0;0;;0;0;5;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;0;0;;;0;0;;;;0;;0;0;;0;0;;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;;0;;;0;0;;;;0;0;0;0;;;0;0;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;0;;;;0;;;1;0;0;0;0;0;;0;0;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;0;0;;;;0;;;;0;0;0;;0;;;0;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;62;51;40;30;48;52;63;26;49;33;42;30;46;40;36;38;44;21;44;32;35;39
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;45;55;41;32;29;54;63;26;50;30;40;27;47;35;44;33;41;18;44;28;18;36
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;38;49;42;32;31;56;63;29;49;32;39;26;41;34;44;32;30;17;38;35;24;35
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;34;52;46;35;40;57;65;32;46;31;38;26;38;30;43;33;26;16;36;38;28;35
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;44;50;32;34;39;50;59;27;44;28;35;24;35;28;43;32;40;16;34;37;26;33
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;46;48;40;35;37;46;62;33;44;28;36;24;35;27;39;32;38;19;32;39;27;33
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;45;49;34;35;36;48;64;32;44;29;37;24;34;26;39;32;36;17;30;42;26;33
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;45;47;39;34;31;37;57;34;46;28;37;24;33;25;41;31;34;19;29;37;25;32
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;43;51;39;35;30;38;51;34;47;28;31;22;34;28;47;30;33;17;28;42;31;31
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Barnhälsovård;Barnhälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;36;51;39;33;31;37;52;35;41;27;25;22;38;27;46;32;33;20;27;39;30;30
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;;1;;0;0;0;0;;;0;0;;0;0;0;0;;;0;4;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;;0;;0;0;;0;;;0;0;;;2;0;0;;;0;3;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;;0;;0;0;;0;;;;0;;;1;0;0;0;;0;4;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;;0;;0;0;;0;;;;0;0;0;1;0;0;1;;0;4;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;;0;;0;0;;;;;;0;0;;1;0;0;0;;0;4;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;;0;;0;0;1;;;;0;0;0;;2;0;0;0;;0;2;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;;0;;;0;1;;;;1;;0;;2;0;;0;;0;2;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;;0;;;0;0;;;;0;0;0;;2;;0;0;0;0;2;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;0;;0;;;;;;0;0;0;;2;;0;0;0;0;2;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;0;;0;;0;;;;0;;0;;1;;;0;0;0;1;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;113;123;117;110;171;236;198;256;180;124;194;129;96;206;192;142;39;107;222;211;209;169
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;154;141;103;112;121;120;200;236;190;114;166;125;92;193;274;112;192;105;214;218;210;165
